student_id,course_name,current_grade,attendance_rate,assignments_completed,missed_deadlines,participation_score,midterm_grade,study_group_attendance,office_hours_visits,extra_credit_completed
1047,Physics 101,73.63,70.89,8,3,66.0,75.34,4,4,0
1047,Computer Science 101,68.84,70.89,10,3,78.58,77.59,4,0,0
1047,English Literature,72.24,70.89,12,1,68.65,75.36,2,3,0
1047,Biology 101,69.74,70.89,10,1,65.98,66.43,9,3,0
1048,Biology 101,80.25,80.07,8,3,85.73,73.67,1,1,1
1048,English Literature,76.71,80.07,12,1,83.96,88.8,9,3,2
1048,Mathematics 201,84.43,80.07,9,3,83.37,79.76,5,5,1
1048,Computer Science 101,85.25,80.07,10,3,81.3,80.1,3,3,0
1049,English Literature,73.31,73.11,12,1,82.6,70.75,0,6,1
1049,Mathematics 201,80.16,73.11,8,1,70.75,73.38,7,1,1
1049,Physics 101,77.77,73.11,11,1,71.73,78.09,2,5,1
1049,Computer Science 101,72.68,73.11,12,1,82.0,72.99,9,3,1
1049,Chemistry 201,75.37,73.11,8,3,65.16,72.81,8,0,2
1050,Physics 101,73.52,76.3,8,1,77.91,68.77,6,6,0
1050,Biology 101,75.95,76.3,8,3,68.18,75.43,1,1,2
1050,English Literature,75.94,76.3,12,3,77.71,78.68,1,4,0
1050,Computer Science 101,78.26,76.3,10,2,70.54,70.54,9,3,1
1050,Mathematics 201,74.96,76.3,12,2,66.91,79.28,9,5,1
1051,Mathematics 201,74.23,76.66,12,3,74.55,75.04,9,5,1
1051,English Literature,78.94,76.66,12,3,75.1,78.19,1,2,1
1051,Physics 101,80.13,76.66,11,2,83.81,69.72,5,4,0
1051,Computer Science 101,74.24,76.66,10,2,84.33,80.46,10,6,2
1051,Chemistry 201,73.88,76.66,8,3,75.45,79.54,3,2,1
1052,Computer Science 101,77.03,71.78,11,2,80.69,78.71,8,4,1
1052,Physics 101,77.97,71.78,9,2,65.24,76.39,0,4,0
1052,Biology 101,75.9,71.78,12,2,66.39,76.62,7,4,1
1052,Chemistry 201,73.33,71.78,10,3,74.99,79.23,2,0,2
1053,Physics 101,81.88,79.46,11,2,74.17,86.78,8,4,2
1053,English Literature,83.74,79.46,9,3,80.53,84.18,5,5,0
1053,Mathematics 201,80.21,79.46,9,1,84.89,74.25,3,6,2
1053,Computer Science 101,76.55,79.46,10,2,79.51,72.53,8,1,0
1053,Biology 101,83.7,79.46,11,2,78.86,76.31,6,4,2
1054,Mathematics 201,69.79,71.36,9,0,64.34,80.7,2,6,0
1054,English Literature,78.42,71.36,8,2,76.25,72.39,5,1,1
1054,Chemistry 201,78.77,71.36,8,1,80.21,71.79,0,2,0
1054,Physics 101,70.97,71.36,10,0,72.89,71.76,1,3,1
1055,Computer Science 101,67.35,66.2,9,2,56.98,74.41,7,2,1
1055,English Literature,63.55,66.2,12,2,72.43,75.59,1,2,1
1055,Mathematics 201,64.43,66.2,10,0,65.64,71.27,9,6,1
1055,Biology 101,64.46,66.2,10,2,73.76,65.67,4,0,1
1056,Mathematics 201,88.79,87.05,8,3,78.07,85.05,0,3,0
1056,English Literature,85.14,87.05,10,3,83.01,89.04,1,4,2
1056,Biology 101,87.8,87.05,8,3,95.18,85.33,2,0,0
1056,Chemistry 201,86.63,87.05,12,1,83.51,89.08,9,3,0
1057,Biology 101,81.4,80.5,9,1,75.94,79.36,1,1,0
1057,English Literature,77.24,80.5,8,3,85.96,86.35,5,3,2
1057,Physics 101,86.44,80.5,12,2,85.93,85.09,3,2,0
1057,Computer Science 101,85.6,80.5,12,2,71.55,87.99,8,2,0
1058,Chemistry 201,76.63,72.45,8,3,63.07,76.9,10,4,0
1058,Physics 101,72.99,72.45,8,3,78.7,73.69,3,3,2
1058,Computer Science 101,72.48,72.45,11,5,67.95,72.76,7,6,1
1058,Biology 101,73.15,72.45,8,4,81.77,69.25,5,6,1
1059,English Literature,82.01,78.76,9,4,79.18,85.52,3,3,1
1059,Computer Science 101,78.57,78.76,11,3,83.85,81.4,1,5,0
1059,Biology 101,79.49,78.76,8,4,84.22,76.97,4,4,1
1059,Chemistry 201,76.46,78.76,12,4,80.7,71.37,7,6,0
1060,Mathematics 201,81.72,81.21,11,5,76.19,78.62,10,5,0
1060,Biology 101,78.46,81.21,10,4,76.88,84.86,9,0,2
1060,Computer Science 101,78.34,81.21,11,5,81.29,82.89,7,2,0
1060,English Literature,79.65,81.21,12,3,90.3,75.85,10,4,1
1060,Chemistry 201,77.84,81.21,11,4,89.5,79.05,2,3,0
1061,Chemistry 201,78.15,72.56,9,1,68.08,69.39,1,0,1
1061,Biology 101,78.46,72.56,8,1,68.85,80.51,7,2,1
1061,English Literature,71.7,72.56,9,2,71.82,78.66,6,0,0
1061,Physics 101,74.11,72.56,10,2,70.81,67.51,3,6,0
1061,Mathematics 201,72.37,72.56,9,1,71.56,73.19,8,3,0
1062,Mathematics 201,83.44,88.17,10,4,78.64,91.48,3,6,1
1062,English Literature,82.64,88.17,10,3,80.06,82.28,5,6,2
1062,Computer Science 101,89.62,88.17,9,5,78.41,92.05,9,1,2
1062,Physics 101,82.76,88.17,9,5,83.34,88.1,7,5,0
1062,Biology 101,85.94,88.17,12,4,95.34,93.01,8,3,0
1063,Physics 101,70.76,68.67,12,1,74.26,76.18,10,4,0
1063,English Literature,68.33,68.67,9,1,71.94,67.7,8,0,1
1063,Mathematics 201,64.88,68.67,10,3,60.76,68.0,4,1,0
1063,Computer Science 101,73.98,68.67,12,1,58.99,67.11,8,0,1
1063,Chemistry 201,64.85,68.67,8,3,78.04,76.74,5,0,2
1064,Physics 101,79.51,83.82,11,3,80.83,81.0,7,1,0
1064,Mathematics 201,77.35,83.82,12,3,75.14,84.37,4,6,1
1064,Biology 101,77.14,83.82,12,5,92.39,83.22,7,4,1
1064,Computer Science 101,76.8,83.82,12,5,92.86,81.27,0,0,1
1065,Chemistry 201,82.51,87.75,12,4,82.18,85.75,8,0,1
1065,Computer Science 101,83.79,87.75,10,5,81.64,79.33,6,5,1
1065,English Literature,82.33,87.75,12,4,83.48,83.24,0,0,0
1065,Physics 101,89.67,87.75,10,4,91.55,91.61,4,6,0
1066,Biology 101,89.73,85.4,8,5,90.11,81.03,6,5,1
1066,Mathematics 201,83.48,85.4,8,4,82.09,80.87,0,2,0
1066,Chemistry 201,90.86,85.4,8,4,89.49,91.2,3,5,1
1066,English Literature,82.44,85.4,11,3,76.8,87.11,4,2,1
1067,English Literature,90.55,89.84,10,3,98.2,93.46,3,5,2
1067,Chemistry 201,86.75,89.84,12,3,85.01,91.49,3,5,1
1067,Computer Science 101,91.43,89.84,8,4,83.66,95.91,2,5,1
1067,Biology 101,92.11,89.84,10,5,83.48,96.68,0,5,2
1068,Biology 101,86.56,80.44,11,2,73.57,83.89,9,5,2
1068,Physics 101,81.53,80.44,11,1,73.6,75.99,6,4,1
1068,Mathematics 201,79.86,80.44,12,1,71.19,77.5,8,6,1
1068,Chemistry 201,85.16,80.44,8,3,77.64,81.13,4,5,1
1068,English Literature,78.24,80.44,9,3,84.08,87.71,0,3,0
1069,Chemistry 201,80.98,86.01,11,4,94.79,77.97,3,4,1
1069,Mathematics 201,86.63,86.01,8,5,79.99,81.08,4,1,0
1069,Physics 101,87.4,86.01,9,4,80.48,91.13,0,3,1
1069,English Literature,82.86,86.01,12,4,79.12,84.98,0,1,1
1069,Biology 101,79.91,86.01,9,3,84.46,86.6,0,1,2
1070,Computer Science 101,68.34,65.03,9,1,73.37,67.04,1,2,1
1070,Chemistry 201,62.88,65.03,10,2,66.22,68.71,1,3,1
1070,English Literature,69.09,65.03,12,2,67.17,64.02,4,4,0
1070,Mathematics 201,67.15,65.03,9,2,55.79,72.22,0,3,0
1071,Biology 101,79.06,72.56,12,5,78.84,79.68,7,4,0
1071,Mathematics 201,70.36,72.56,11,4,64.06,78.71,4,0,0
1071,Physics 101,76.77,72.56,11,5,65.31,67.73,0,5,1
1071,Computer Science 101,75.83,72.56,11,3,64.37,70.14,8,3,0
1072,Biology 101,82.95,84.08,12,4,93.32,89.98,8,6,0
1072,Mathematics 201,77.64,84.08,12,3,88.75,82.78,8,5,1
1072,Computer Science 101,86.71,84.08,9,3,86.86,85.82,8,4,0
1072,Chemistry 201,86.62,84.08,8,5,90.24,83.96,5,5,1
1073,Mathematics 201,80.4,72.7,11,2,71.15,74.55,9,4,0
1073,Computer Science 101,77.43,72.7,11,0,65.03,76.75,0,2,2
1073,Physics 101,73.5,72.7,12,0,76.03,79.43,4,5,1
1073,Chemistry 201,73.75,72.7,8,2,81.87,81.79,4,4,0
1073,English Literature,76.5,72.7,12,2,69.7,78.75,8,5,0
1074,English Literature,86.12,85.5,12,4,92.13,78.26,7,2,0
1074,Biology 101,87.7,85.5,11,3,90.13,81.16,5,0,1
1074,Mathematics 201,84.9,85.5,10,5,78.92,79.8,2,0,2
1074,Computer Science 101,87.93,85.5,10,3,81.25,83.91,7,6,2
1074,Chemistry 201,84.35,85.5,12,3,84.71,89.17,0,2,0
1075,Mathematics 201,58.84,60.1,12,1,60.89,60.75,6,6,1
1075,English Literature,60.29,60.1,10,1,68.6,53.58,1,2,1
1075,Physics 101,65.6,60.1,9,1,69.95,62.47,8,1,0
1075,Biology 101,60.39,60.1,10,0,61.04,65.75,3,5,0
1076,Mathematics 201,72.87,75.3,9,3,66.06,72.98,9,1,1
1076,Chemistry 201,72.73,75.3,8,2,68.08,71.84,7,6,1
1076,English Literature,71.7,75.3,8,1,65.76,72.66,5,6,0
1076,Physics 101,71.37,75.3,9,2,83.79,82.9,6,0,0
1077,Computer Science 101,80.27,74.94,11,3,68.88,80.45,6,0,2
1077,Chemistry 201,78.1,74.94,10,5,80.76,80.87,3,2,0
1077,Biology 101,79.25,74.94,9,4,83.36,81.78,7,5,2
1077,English Literature,82.65,74.94,11,5,67.83,78.3,0,5,0
1078,Mathematics 201,74.4,67.58,11,2,70.85,74.0,8,3,1
1078,Computer Science 101,70.5,67.58,10,1,64.93,73.89,9,2,0
1078,Chemistry 201,71.45,67.58,11,0,70.74,67.26,4,6,1
1078,English Literature,71.04,67.58,12,1,64.59,67.8,1,6,0
1079,Computer Science 101,76.96,78.54,12,1,78.45,77.23,2,0,2
1079,Mathematics 201,82.21,78.54,12,3,71.78,75.6,1,5,2
1079,Biology 101,83.6,78.54,11,1,73.19,77.55,4,4,2
1079,English Literature,80.02,78.54,12,1,80.84,73.74,9,4,0
1079,Chemistry 201,77.58,78.54,8,2,85.06,83.94,1,3,0
1080,Physics 101,88.2,91.04,12,5,82.71,95.39,7,1,1
1080,Computer Science 101,93.05,91.04,8,4,98.01,91.83,8,2,0
1080,Biology 101,91.74,91.04,11,5,87.91,87.49,2,5,2
1080,Mathematics 201,93.2,91.04,10,5,97.59,94.24,10,1,0
1080,English Literature,95.08,91.04,12,5,96.97,88.98,4,6,1
1081,English Literature,67.67,69.17,9,1,65.34,76.89,2,3,1
1081,Chemistry 201,67.61,69.17,11,0,73.01,71.7,9,5,0
1081,Biology 101,74.22,69.17,10,0,71.4,69.22,8,3,0
1081,Mathematics 201,67.69,69.17,9,1,72.25,68.03,6,1,2
1082,Mathematics 201,72.2,71.75,10,2,72.87,79.95,0,3,1
1082,Physics 101,76.29,71.75,10,0,69.75,74.43,2,1,1
1082,English Literature,73.71,71.75,11,0,71.95,75.63,0,3,0
1082,Computer Science 101,71.14,71.75,10,1,66.56,69.02,6,0,1
1083,Computer Science 101,80.99,78.45,11,3,85.76,80.35,9,0,2
1083,Mathematics 201,76.28,78.45,11,5,71.51,78.76,8,4,0
1083,English Literature,81.73,78.45,11,3,80.8,75.68,5,2,0
1083,Chemistry 201,78.6,78.45,8,3,88.02,84.32,8,1,1
1083,Physics 101,77.71,78.45,11,5,86.02,73.85,1,4,0
1084,Mathematics 201,81.79,84.12,10,5,78.83,86.6,9,2,1
1084,Computer Science 101,83.24,84.12,12,5,80.66,77.13,2,3,1
1084,Chemistry 201,80.3,84.12,9,3,86.1,87.75,4,5,0
1084,Biology 101,89.01,84.12,10,5,85.31,90.41,10,0,1
1085,English Literature,81.09,79.43,8,3,71.3,73.29,0,6,0
1085,Physics 101,76.96,79.43,11,1,86.54,85.65,9,1,1
1085,Computer Science 101,75.43,79.43,12,3,86.52,83.01,0,2,1
1085,Biology 101,78.35,79.43,10,1,74.21,85.3,9,1,0
1085,Mathematics 201,83.99,79.43,10,2,83.97,78.1,10,0,1
1086,Computer Science 101,81.46,80.7,10,4,71.91,79.27,5,3,0
1086,Mathematics 201,80.86,80.7,8,3,74.78,72.73,7,2,1
1086,Chemistry 201,75.15,80.7,12,5,89.96,82.53,1,6,2
1086,Physics 101,73.82,80.7,12,5,81.01,74.84,10,2,2
1087,Physics 101,76.1,75.21,8,5,67.91,74.13,9,6,2
1087,Computer Science 101,74.83,75.21,12,4,77.8,69.25,6,5,1
1087,English Literature,79.91,75.21,10,3,69.22,81.17,3,0,1
1087,Biology 101,75.58,75.21,11,3,75.69,70.13,4,2,1
1087,Chemistry 201,75.08,75.21,10,3,78.18,76.39,2,0,0
1088,Biology 101,78.41,79.96,11,5,78.84,72.8,5,4,2
1088,Chemistry 201,82.18,79.96,12,5,70.7,71.47,2,1,0
1088,Computer Science 101,80.77,79.96,8,5,89.95,72.3,10,5,0
1088,Mathematics 201,76.93,79.96,8,5,73.12,82.74,2,0,1
1088,Physics 101,82.04,79.96,11,3,82.26,72.4,0,0,2
1089,Physics 101,68.84,72.21,9,3,82.16,79.44,1,3,2
1089,Mathematics 201,70.2,72.21,9,2,72.66,74.71,6,5,0
1089,English Literature,69.37,72.21,9,1,70.59,71.26,8,3,0
1089,Computer Science 101,74.92,72.21,10,1,69.33,76.21,10,0,0
1089,Biology 101,69.06,72.21,12,3,69.7,76.14,10,1,1
1090,Chemistry 201,71.19,73.33,11,1,79.84,78.32,4,0,0
1090,Biology 101,76.02,73.33,12,3,73.27,65.98,7,1,1
1090,Physics 101,73.6,73.33,8,2,82.35,80.35,9,1,0
1090,English Literature,76.22,73.33,8,3,73.96,66.07,5,1,0
1091,Physics 101,89.75,89.9,9,4,95.92,93.83,1,4,0
1091,Mathematics 201,85.19,89.9,9,4,87.68,84.18,10,2,1
1091,Computer Science 101,88.57,89.9,9,3,95.9,83.5,4,6,0
1091,English Literature,86.67,89.9,12,5,83.61,86.6,9,1,0
1091,Biology 101,87.45,89.9,10,4,96.79,89.24,0,1,1
1092,Physics 101,80.72,81.66,10,4,83.09,76.54,8,1,0
1092,English Literature,84.98,81.66,10,5,90.39,83.53,5,1,0
1092,Biology 101,85.86,81.66,8,5,74.56,85.6,0,0,0
1092,Computer Science 101,85.15,81.66,11,5,73.95,80.27,1,4,1
1092,Chemistry 201,84.16,81.66,8,5,90.72,87.6,1,2,1
1093,Physics 101,70.0,66.47,9,3,69.2,67.99,7,5,1
1093,English Literature,73.49,66.47,10,3,67.99,65.44,9,2,0
1093,Biology 101,65.28,66.47,12,4,70.66,68.33,8,4,1
1093,Computer Science 101,71.38,66.47,11,5,59.34,70.22,6,5,2
1094,Physics 101,77.23,70.6,12,0,79.82,78.52,7,3,2
1094,Computer Science 101,69.4,70.6,10,2,65.81,67.6,9,2,2
1094,Chemistry 201,71.39,70.6,11,0,77.45,67.43,10,4,1
1094,English Literature,77.89,70.6,8,0,80.31,78.18,8,6,1
1094,Biology 101,72.71,70.6,12,0,74.65,68.77,0,6,0
1095,English Literature,77.42,71.81,8,1,80.84,78.75,4,6,1
1095,Biology 101,74.51,71.81,8,1,63.13,74.65,4,4,2
1095,Chemistry 201,70.7,71.81,10,0,66.46,78.29,10,5,1
1095,Physics 101,72.29,71.81,11,0,80.0,67.54,9,4,1
1095,Computer Science 101,75.41,71.81,12,0,78.62,79.3,0,6,1
1096,Chemistry 201,93.67,90.8,12,4,97.2,90.5,4,2,1
1096,Mathematics 201,87.35,90.8,9,3,83.24,93.69,5,3,1
1096,Physics 101,87.95,90.8,9,3,93.77,85.02,7,4,2
1096,Computer Science 101,88.22,90.8,8,3,97.26,88.02,6,0,1
1097,Computer Science 101,68.2,69.0,8,2,69.41,70.38,9,6,0
1097,Mathematics 201,76.46,69.0,8,0,75.97,79.8,8,2,0
1097,Chemistry 201,73.7,69.0,11,0,66.55,79.17,1,6,1
1097,English Literature,74.44,69.0,10,2,64.0,74.41,9,4,0
1098,Biology 101,78.79,78.05,9,5,76.77,70.98,2,2,0
1098,Mathematics 201,77.28,78.05,11,3,79.04,83.43,0,3,1
1098,Chemistry 201,75.01,78.05,9,5,83.83,79.44,4,6,1
1098,Computer Science 101,78.45,78.05,11,5,73.67,76.5,3,1,2
1099,Biology 101,73.96,70.71,11,4,61.43,76.98,0,3,0
1099,Computer Science 101,75.43,70.71,11,3,72.31,64.98,6,6,1
1099,Physics 101,75.38,70.71,11,3,74.87,80.25,6,1,0
1099,English Literature,75.94,70.71,9,4,78.83,70.68,4,3,0
1100,Mathematics 201,88.08,84.12,11,3,92.29,89.15,5,0,1
1100,Computer Science 101,88.69,84.12,12,3,77.14,81.72,8,6,1
1100,Chemistry 201,88.17,84.12,11,5,87.09,78.04,5,2,1
1100,Biology 101,84.71,84.12,12,5,74.46,91.97,3,6,2
1101,Mathematics 201,80.83,85.24,8,3,89.44,81.22,1,6,1
1101,Physics 101,89.3,85.24,9,4,92.26,86.26,7,3,2
1101,Chemistry 201,86.48,85.24,9,4,76.12,81.78,4,2,1
1101,Biology 101,87.64,85.24,12,3,85.23,77.3,9,0,1
1102,Physics 101,79.59,74.48,9,3,78.67,82.38,2,4,2
1102,English Literature,72.69,74.48,11,3,68.35,73.23,4,3,1
1102,Biology 101,78.28,74.48,12,2,83.69,70.71,8,6,1
1102,Mathematics 201,75.04,74.48,12,2,80.13,74.15,10,0,1
1102,Computer Science 101,76.68,74.48,11,1,69.55,75.01,8,4,1
1103,Biology 101,83.23,80.51,11,5,89.59,83.35,2,0,1
1103,Chemistry 201,81.34,80.51,10,5,71.07,84.09,0,6,0
1103,Computer Science 101,84.38,80.51,10,5,74.69,73.22,10,1,1
1103,English Literature,77.08,80.51,12,3,87.3,85.96,4,0,1
1104,Chemistry 201,82.77,79.09,12,5,77.8,85.87,6,2,0
1104,Physics 101,78.45,79.09,11,4,80.68,80.07,3,3,0
1104,Computer Science 101,74.52,79.09,9,3,81.98,76.0,7,1,0
1104,Mathematics 201,80.58,79.09,12,3,74.35,77.95,2,6,0
1105,Mathematics 201,85.45,84.7,9,5,77.13,84.12,6,1,1
1105,Chemistry 201,89.54,84.7,12,5,78.11,85.25,8,2,1
1105,Biology 101,89.76,84.7,12,5,86.88,77.01,5,0,1
1105,English Literature,89.86,84.7,8,5,91.99,88.25,7,0,2
1106,Biology 101,86.77,87.04,9,5,85.12,84.55,0,6,1
1106,Computer Science 101,82.71,87.04,12,5,92.25,83.89,1,1,1
1106,Chemistry 201,85.71,87.04,8,3,95.79,88.67,7,6,1
1106,Physics 101,87.66,87.04,10,4,77.29,81.48,4,5,0
1107,Chemistry 201,85.7,85.89,12,3,90.64,76.45,4,6,0
1107,Mathematics 201,87.64,85.89,10,4,80.57,79.06,2,3,2
1107,Biology 101,87.06,85.89,9,4,90.8,91.68,10,4,0
1107,Physics 101,82.5,85.89,9,3,92.63,78.48,6,2,0
1108,Chemistry 201,73.37,71.22,8,2,67.32,74.49,0,1,2
1108,Mathematics 201,70.96,71.22,10,3,63.31,74.59,10,2,0
1108,Computer Science 101,74.35,71.22,9,3,73.29,68.2,0,1,1
1108,Physics 101,72.01,71.22,10,1,74.94,70.7,8,0,0
1108,Biology 101,72.63,71.22,12,3,64.04,71.57,1,1,0
1109,English Literature,68.24,71.46,10,3,74.9,77.48,0,1,0
1109,Biology 101,76.44,71.46,12,3,80.31,75.19,4,0,2
1109,Mathematics 201,68.14,71.46,8,3,66.58,68.86,1,3,0
1109,Computer Science 101,71.54,71.46,11,3,63.0,67.42,3,6,0
1109,Physics 101,67.88,71.46,9,2,61.95,78.55,9,1,0
1110,Mathematics 201,77.59,71.43,9,5,76.39,71.4,3,1,2
1110,Chemistry 201,71.76,71.43,10,5,71.9,68.13,4,6,1
1110,Physics 101,76.69,71.43,9,4,79.99,69.96,7,3,0
1110,English Literature,75.97,71.43,10,4,74.14,73.97,0,4,0
1111,Mathematics 201,86.07,91.75,12,3,100,87.36,8,1,0
1111,Biology 101,93.85,91.75,12,5,84.82,94.12,1,4,1
1111,Computer Science 101,90.56,91.75,11,3,83.81,83.4,6,3,0
1111,English Literature,91.79,91.75,10,3,82.93,83.59,3,5,2
1111,Physics 101,88.03,91.75,9,4,95.13,98.29,7,2,1
1112,Mathematics 201,74.93,74.09,8,0,84.06,81.21,8,1,0
1112,Physics 101,72.36,74.09,9,1,77.11,78.55,10,6,2
1112,Chemistry 201,77.99,74.09,11,0,68.35,80.29,3,1,0
1112,Biology 101,73.53,74.09,10,1,81.72,74.57,10,6,2
1113,Computer Science 101,71.14,73.1,10,1,81.4,71.3,8,5,1
1113,English Literature,70.42,73.1,8,2,65.53,76.88,2,4,1
1113,Biology 101,73.78,73.1,11,3,79.08,67.11,7,1,1
1113,Mathematics 201,76.05,73.1,12,1,73.93,73.73,6,5,1
1113,Chemistry 201,75.97,73.1,8,2,72.72,71.76,8,6,1
1114,Chemistry 201,85.93,90.21,9,4,97.38,89.57,2,6,1
1114,Physics 101,92.02,90.21,11,4,94.33,85.32,4,2,0
1114,Mathematics 201,85.93,90.21,10,4,90.78,82.52,8,0,2
1114,Biology 101,85.33,90.21,10,5,98.45,97.72,6,3,0
1115,Physics 101,77.83,78.51,12,2,71.34,71.86,7,3,1
1115,Biology 101,78.38,78.51,9,2,81.59,82.92,1,6,0
1115,Mathematics 201,76.19,78.51,10,2,84.56,75.11,3,2,0
1115,Chemistry 201,80.52,78.51,12,3,80.46,83.54,0,4,1
1115,Computer Science 101,79.88,78.51,11,1,87.57,77.51,10,3,2
1116,Chemistry 201,70.98,73.11,12,1,79.29,71.01,3,5,0
1116,Mathematics 201,79.8,73.11,8,1,72.29,81.06,6,4,0
1116,English Literature,70.7,73.11,10,2,77.31,77.96,10,6,0
1116,Biology 101,78.93,73.11,9,1,73.62,77.06,2,2,1
1117,Mathematics 201,76.72,75.85,10,1,83.63,83.67,5,3,1
1117,Chemistry 201,79.66,75.85,12,0,69.67,85.12,0,1,2
1117,Biology 101,82.79,75.85,8,1,84.98,86.99,4,6,1
1117,Physics 101,81.87,75.85,12,1,78.36,72.03,10,5,2
1117,Computer Science 101,81.77,75.85,9,1,69.82,72.05,1,3,0
1118,Chemistry 201,67.93,66.99,11,4,63.99,68.07,7,6,1
1118,Biology 101,65.84,66.99,10,4,60.46,75.82,2,1,2
1118,English Literature,69.69,66.99,12,4,60.26,66.26,6,2,0
1118,Computer Science 101,67.13,66.99,8,3,66.7,71.86,6,6,0
1118,Physics 101,70.56,66.99,8,3,57.3,70.47,5,1,0
1119,Physics 101,73.6,74.7,9,5,69.3,73.89,0,0,0
1119,English Literature,75.66,74.7,8,5,68.93,71.9,0,1,1
1119,Biology 101,73.39,74.7,10,4,70.54,82.39,5,2,1
1119,Mathematics 201,71.72,74.7,10,5,67.29,69.5,7,6,0
1120,English Literature,90.44,90.61,12,4,83.89,85.28,0,2,1
1120,Chemistry 201,91.06,90.61,10,5,94.16,93.28,7,0,1
1120,Physics 101,95.49,90.61,10,5,82.51,91.18,1,6,0
1120,Mathematics 201,94.31,90.61,9,3,92.93,84.82,9,0,0
1120,Biology 101,93.3,90.61,8,4,89.92,97.35,0,3,2
1121,Biology 101,63.3,64.61,9,3,67.19,69.78,5,3,2
1121,Computer Science 101,60.98,64.61,8,3,58.73,68.53,3,2,2
1121,Chemistry 201,60.93,64.61,12,2,57.04,67.21,3,1,1
1121,English Literature,67.71,64.61,11,3,70.0,59.4,0,1,1
1122,Computer Science 101,80.89,83.86,11,5,85.57,77.01,10,3,2
1122,English Literature,78.15,83.86,9,5,75.51,86.34,7,5,1
1122,Mathematics 201,79.83,83.86,12,4,74.88,75.69,0,0,2
1122,Biology 101,86.38,83.86,12,4,91.15,81.71,6,0,2
1123,English Literature,60.9,62.12,12,1,54.85,56.13,8,0,1
1123,Biology 101,57.93,62.12,10,2,65.42,65.22,7,4,2
1123,Physics 101,61.92,62.12,10,1,70.84,60.44,10,1,0
1123,Computer Science 101,61.36,62.12,9,1,72.01,54.82,3,6,0
1123,Chemistry 201,67.2,62.12,8,3,54.7,65.7,0,5,0
1124,Biology 101,67.23,66.95,12,1,64.91,65.45,0,5,0
1124,Chemistry 201,67.0,66.95,11,2,59.82,72.68,2,1,1
1124,Physics 101,68.74,66.95,9,3,68.21,58.83,1,5,1
1124,Mathematics 201,65.71,66.95,8,1,63.99,70.21,0,1,0
1124,English Literature,66.73,66.95,8,2,58.92,59.3,5,1,0
1125,Biology 101,74.11,76.01,11,5,72.94,69.16,0,4,1
1125,Computer Science 101,74.77,76.01,12,3,81.58,81.12,1,4,1
1125,Mathematics 201,70.06,76.01,8,4,81.69,79.88,5,0,0
1125,English Literature,76.86,76.01,8,5,81.99,72.41,9,5,0
1125,Chemistry 201,73.95,76.01,10,4,69.61,68.59,9,5,2
1126,Biology 101,87.06,86.44,9,5,91.18,80.49,10,4,0
1126,Computer Science 101,83.36,86.44,9,5,87.03,88.14,5,2,0
1126,Mathematics 201,85.43,86.44,9,3,92.32,77.04,7,5,0
1126,English Literature,81.98,86.44,12,4,95.52,85.82,0,3,1
1127,Chemistry 201,86.3,82.0,9,4,84.41,78.7,1,3,1
1127,Computer Science 101,79.65,82.0,12,4,85.36,87.77,7,3,0
1127,English Literature,85.86,82.0,10,3,87.31,77.81,6,4,0
1127,Biology 101,83.13,82.0,11,5,85.74,84.59,0,2,1
1128,English Literature,68.28,72.85,9,2,65.22,70.81,4,0,1
1128,Chemistry 201,72.56,72.85,8,3,73.98,75.14,5,4,0
1128,Computer Science 101,74.63,72.85,9,1,67.39,78.04,9,4,0
1128,Mathematics 201,68.15,72.85,12,2,62.97,69.68,1,4,2
1128,Physics 101,70.27,72.85,8,2,81.25,70.8,7,5,2
1129,English Literature,75.24,71.7,10,1,64.86,75.19,3,3,0
1129,Biology 101,76.02,71.7,8,2,69.75,79.98,10,1,0
1129,Physics 101,69.32,71.7,12,2,62.39,65.08,6,2,1
1129,Computer Science 101,75.04,71.7,8,3,78.64,74.76,10,5,0
1130,Physics 101,82.41,89.01,10,3,94.55,89.57,10,6,0
1130,Mathematics 201,89.45,89.01,10,3,83.18,82.42,8,1,2
1130,Computer Science 101,83.66,89.01,11,5,81.98,95.05,0,4,1
1130,Chemistry 201,90.56,89.01,9,4,83.46,94.86,2,0,0
1131,Biology 101,77.45,71.79,9,4,64.02,72.08,10,5,2
1131,Physics 101,71.78,71.79,10,4,77.71,69.05,1,5,1
1131,English Literature,74.75,71.79,10,3,77.45,79.96,4,0,2
1131,Computer Science 101,72.05,71.79,9,4,77.01,81.57,7,2,1
1132,English Literature,79.83,80.08,10,5,75.84,73.11,2,4,0
1132,Computer Science 101,77.12,80.08,12,3,71.35,79.19,2,4,0
1132,Biology 101,82.73,80.08,8,5,83.26,75.91,3,0,0
1132,Mathematics 201,79.96,80.08,10,4,77.68,73.03,6,3,0
1133,Biology 101,77.0,73.97,10,2,79.17,75.16,1,3,1
1133,Physics 101,72.69,73.97,11,2,77.13,76.7,10,5,0
1133,Computer Science 101,73.29,73.97,10,1,66.04,72.51,6,5,1
1133,Chemistry 201,81.38,73.97,11,2,74.22,75.56,4,0,0
1134,Chemistry 201,74.79,78.9,8,4,83.12,74.14,0,0,1
1134,Biology 101,80.61,78.9,12,4,75.64,75.45,6,5,0
1134,Mathematics 201,79.78,78.9,9,5,70.83,75.77,2,5,1
1134,Physics 101,73.98,78.9,9,3,87.13,80.22,9,2,0
